Date,Close,MA_20,MA_50,MA_100,MA_200,RSI_14,MACD,Signal_Line
2024-12-11 00:00:00-05:00,238.48159790039062,240.30450134277345,227.04602020263673,216.2667851257324,203.2196487426758,55.385821965882386,3.326552780451806,4.6913328303319055
2024-12-12 00:00:00-05:00,236.52305603027344,240.32261810302734,227.74135162353517,216.58486236572264,203.5150933074951,43.142256177967276,2.8350721712303653,4.320080698511598
2024-12-13 00:00:00-05:00,234.9660186767578,240.22811889648438,228.44564239501952,216.9043048095703,203.79466903686523,29.836102902592273,2.2934923931128424,3.9147630374318467
2024-12-16 00:00:00-05:00,234.61346435546875,239.94755783081055,229.001083984375,217.21944305419922,204.07618713378906,23.184844876742517,1.8149170952471536,3.4947938489949086
2024-12-17 00:00:00-05:00,233.41876220703125,239.6209716796875,229.53831146240233,217.4878872680664,204.34504348754882,22.18501611932632,1.3239782478103734,3.0606307287580017
2024-12-18 00:00:00-05:00,225.59439086914062,238.9981559753418,229.9225765991211,217.69161666870116,204.56578018188478,16.143706549778017,0.3000851039434451,2.508521603795091
2024-12-19 00:00:00-05:00,228.13072204589844,238.61526184082032,230.30527557373046,217.87846786499023,204.7944831085205,23.141101769827543,-0.303201739446763,1.94617693514672
2024-12-20 00:00:00-05:00,232.67453002929688,238.26468353271486,230.7902102661133,218.13401916503906,205.05389236450196,36.63889355544762,-0.40993806833384383,1.4749539344506073
2024-12-23 00:00:00-05:00,233.44815063476562,237.7672149658203,231.1055352783203,218.44441467285156,205.31548568725586,39.867655688718315,-0.42717841368278187,1.0945274648239296
2024-12-24 00:00:00-05:00,237.28689575195312,237.3764877319336,231.5134991455078,218.8790432739258,205.5959359741211,48.40786453738578,-0.12959299497902066,0.8497033728633395
2024-12-26 00:00:00-05:00,238.09967041015625,237.0420669555664,231.9198959350586,219.363067779541,205.87299194335938,46.45238011994856,0.1698715422093926,0.7137370067325502
2024-12-27 00:00:00-05:00,236.17051696777344,236.62000198364257,232.2632278442383,219.77485290527343,206.13299217224122,40.64108181968102,0.2486663147770969,0.6207228683414596
2024-12-30 00:00:00-05:00,234.35887145996094,236.11078109741212,232.5550503540039,220.1679374694824,206.4003419494629,42.84350462536161,0.1630475768234021,0.5291878100378481
2024-12-31 00:00:00-05:00,234.7407989501953,235.7905601501465,232.83590545654297,220.5292184448242,206.6583903503418,44.88807768537947,0.12457642719945738,0.44826553347016995
2025-01-02 00:00:00-05:00,235.02476501464844,235.5545555114746,233.16885711669923,220.87640350341798,206.90650306701662,44.19978503972771,0.11566810226869961,0.3817460472298759
2025-01-03 00:00:00-05:00,238.23678588867188,235.54868087768554,233.54411376953124,221.25191284179687,207.16523880004883,52.75939317968401,0.36360007579474996,0.3781168529428507
